n_gram,food,food_sec,food_pri,food_Light/trad,food_wholesome/salty snacks,food_packaged/nonpackaged,products,products_pri,brand,emotion,emotion_sec,emotion_pri,location,location_pri,companion,companion_sec,companion_pri,tod,tod_pri,technical,technical_pri,functional,functional_pri,activity,activity_pri,beverage,beverage_sec,beverage_pri 
dulce de cacahuate,dulce de cacahuate,wholesome snacks,light food,light food,sweet snacks,,,,,,,,,,,,,,,,,,,,,,,
dumb,,,,,,,,,,dumb,dislike,negative,,,,,,,,,,,,,,,,
dusk,,,,,,,,,,,,,,,,,,dusk,dusk,,,,,,,,,
duvalin,duvalin,candy/chocolate,candy/chocolate,,sweet snacks,packaged food,,,,,,,,,,,,,,,,,,,,,,
eager,,,,,,,,,,eager,anxiety/curiosity,positive,,,,,,,,,,,,,,,,
earnest,,,,,,,,,,earnest,earnest,positive,,,,,,,,,,,,,,,,
easy to prepare,,,,,,,,,,,,,,,,,,,,,,easy to prepare,convenience,,,,,
eat,,,,,,,,,,,,,,,,,,,,,,,,eating,food related,,,
eatery,,,,,,,,,,,,,eatery,coffee shops/bakery/eatery,,,,,,,,,,,,,,
eating,,,,,,,,,,,,,,,,,,,,,,,,eating,food related,,,
egg,eggs,light food,light food,light food,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,
egg milk punch,,,,,,,,,,,,,,,,,,,,,,,,,,egg milk punch,cocktails,alcoholic
egg nog,,,,,,,,,,,,,,,,,,,,,,,,,,egg nog,cocktails,alcoholic
eggnog,,,,,,,,,,,,,,,,,,,,,,,,,,egg nog,cocktails,alcoholic
eggs,eggs,light food,light food,light food,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,
elma chips,elma chips,salty snacks,light food,light food,salty snacks,packaged food,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
elotes,elotes,veggies,veggies,,,,,,,,,,,,,,,,,,,,,,,,,
emotion,,,,,,,,,,emotion,emotion,emotion,,,,,,,,,,,,,,,,
empada,empada,wholesome snacks,light food,traditional food,wholesome snacks,,,,,,,,,,,,,,,portable,portable,,,,,,,
empadinha de frango,empadinha de frango,wholesome snacks,light food,traditional food,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,
emparedado,emparedado,wholesome snacks,light food,light food,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,
encapotado,encapotado,salty snacks,light food,light food,salty snacks,,,,,,,,,,,,,,,,,,,,,,,
enchilada,enchilada,traditional dishes,light food,traditional food,,,,,,,,,,,,,,,,,,,,,,,,
#coffee,,,,,,,,,,,,,,,,,,,,caffeine,properties,,,,,coffee,coffee,non alcoholic
#winendine,,,,,,,,,,,,,,,,,,,,,,,,wine and dine,food related,,,
abhor,,,,,,,,,,abhor,dislike,negative,,,,,,,,,,,,,,,,
abuelita chocolate,,,,,,,abuelita chocolate,abuelita chocolate,nestle,,,,,,,,,,,,,,,,,,,
acai,acai,fruits,natural,,,,,,,,,,,,,,,,,,,healthy,health & nutrition,,,,,
acai bowl,acai,traditional dishes,natural,traditional food,,,,,,,,,,,,,,,,,,healthy,health & nutrition,,,,,
acai juice,,,,,,,,,,,,,,,,,,,,,,,,,,acai juice,juices,non alcoholic
acai na tigela,acai,traditional dishes,natural,traditional food,,,,,,,,,,,,,,,,,,healthy,health & nutrition,,,,,
acaraje,acaraje,salty snacks,light food,light food,salty snacks,,,,,,,,,,,,,,,,,,,,,,,
accompaniment,,,,,,,,,,,,,,,,,,,,,,accompaniment,accompaniment,,,,,
achievement,,,,,,,,,,achievement,superlative,positive,,,,,,,,,,,,,,,,
acidic,,,,,,,,,,,,,,,,,,,,acidic,properties,,,,,,,
acidity,,,,,,,,,,,,,,,,,,,,acidic,properties,,,,,,,
acknowledged,,,,,,,,,,acknowledge,satisfied,feel good,,,,,,,,,,,,,,,,
acknowledging,,,,,,,,,,acknowledge,satisfied,feel good,,,,,,,,,,,,,,,,
acknowledge,,,,,,,,,,acknowledge,satisfied,feel good,,,,,,,,,,,,,,,,
acucar cande,acucar cande,dessert,light food,light food,sweet snacks,,,,,,,,,,,,,,,,,,,,,,,
acucar fit,,,,,,,acucar fit,integral,jasmine alimentos,,,,,,,,,,,,,,,,,,,
acucar mascavo,,,,,,,acucar mascavo,integral,jasmine alimentos,,,,,,,,,,,,,,,,,,,
acucar mascavo organico,,,,,,,acucar mascavo organico,organico,jasmine alimentos,,,,,,,,,,,,,,,,,,,
adobada,adobada,traditional dishes,light food,traditional food,,,,,,,,,,,,,,,,,,,,,,,,
adobados,adobados,sides/sauces/spices,sides/sauces/spices,,,,,,,,,,,,,,,,,,,,,,,,,
adular,adular,traditional dishes,light food,traditional food,,,,,,,,,,,,,,,,,,,,,,,,
affection,,,,,,,,,,affection,affection/longing,positive,,,,,,,,,,,,,,,,
affogato,affogato,dessert,light food,light food,sweet snacks,,,,,,,,,,,,,,,caffeine,properties,,,,,,,
afternoon,,,,,,,,,,,,,,,,,,afternoon,afternoon,,,,,,,,,
agtal,agtal,salty snacks,light food,light food,salty snacks,packaged food,,,,,,,,,,,,,,,,,,,,,,
agua de coco,,,,,,,,,,,,,,,,,,,,,,,,,,agua de coco,mocktails,non alcoholic
agua de horchata,,,,,,,,,,,,,,,,,,,,,,,,,,agua de horchata,mocktails,non alcoholic
agua de jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,agua de jamaica,mocktails,non alcoholic
agua fresca,,,,,,,,,,,,,,,,,,,,,,,,,,agua fresca,mocktails,non alcoholic
aguardente,,,,,,,,,,,,,,,,,,,,,,,,,,aguardente,cocktails,alcoholic
aguas fresca,,,,,,,,,,,,,,,,,,,,,,,,,,aguas fresca,mocktails,non alcoholic
aid digestion,,,,,,,,,,,,,,,,,,,,,,aids digestion,digestion,,,,,
aids digestion,,,,,,,,,,,,,,,,,,,,,,aids digestion,digestion,,,,,
aids performance,,,,,,,,,,,,,,,,,,,,,,aids performance,energize,,,,,
aids performance satiating,,,,,,,,,,,,,,,,,,,,,,aids performance satiating,satisfaction,,,,,
aioli,aioli,sides/sauces/spices,sides/sauces/spices,,,,,,,,,,,,,,,,,,,,,,,,,
airport,,,,,,,,,,,,,airport,outside,,,,,,,,,,,,,,
al pastor,al pastor,traditional dishes,light food,traditional food,,,,,,,,,,,,,,,,,,,,,,,,
alca foods choco ball,,,,,,,alca foods choco ball,alca foods choco ball,alca foods,,,,,,,,,,,,,rte,rte,,,,,
alca foods choco corn,,,,,,,alca foods choco corn,alca foods choco corn,alca foods,,,,,,,,,,,,,rte,rte,,,,,
alca foods choco corns,,,,,,,alca foods choco corns,alca foods choco corns,alca foods,,,,,,,,,,,,,rte,rte,,,,,
alca foods corn sugar,,,,,,,alca foods corn sugar,alca foods corn sugar,alca foods,,,,,,,,,,,,,rte,rte,,,,,
alca foods delicioats,,,,,,,alca foods delicioats,alca foods delicioats,alca foods,,,,,,,,,,,,,rte,rte,,,,,
alca foods fruit rings,,,,,,,alca foods fruit rings,alca foods fruit rings,alca foods,,,,,,,,,,,,,rte,rte,,,,,
alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,alcohol,alcoholic
alcoholic punch,,,,,,,,,,,,,,,,,,,,,,,,,,alcoholic punch,cocktails,alcoholic
ale,,,,,,,,,,,,,,,,,,,,,,,,,,ale,beer,alcoholic
alfredo,alfredo,sides/sauces/spices,sides/sauces/spices,,,,,,,,,,,,,,,,,,,,,,,,,
alimento,alimento,traditional dishes,light food,traditional food,,,,,,,,,,,,,,,,,,,,,,,,
all bran apple crunch,,,,,,,all bran apple crunch,all bran,kelloggs,,,,,,,,,,,,,,,,,,,
all bran bar raisins,,,,,,,all bran bar raisins,all bran,kelloggs,,,,,,,,,,,,,,,,,,,
all bran chocolate bar,,,,,,,all bran chocolate bar,all bran,kelloggs,,,,,,,,,,,,,,,,,,,
all bran chocolate flavor,,,,,,,all bran chocolate flavor,all bran,kelloggs,,,,,,,,,,,,,,,,,,,
all bran cinnamon apple flavored stuffed bar,,,,,,,all bran cinnamon apple flavored stuffed bar,all bran,kelloggs,,,,,,,,,,,,,,,,,,,
all bran empanizer,,,,,,,all bran empanizer,all bran,kelloggs,,,,,,,,,,,,,,,,,,,
all bran flakes original,,,,,,,all bran flakes original,all bran,kelloggs,,,,,,,,,,,,,,,,,,,
all bran fruit harvest,,,,,,,all bran fruit harvest,all bran,kelloggs,,,,,,,,,,,,,,,,,,,
all bran original,,,,,,,all bran original,all bran,kelloggs,,,,,,,,,,,,,,,,,,,
all bran raisins,,,,,,,all bran raisins,all bran,kelloggs,,,,,,,,,,,,,,,,,,,
all bran strawberry filled bar,,,,,,,all bran strawberry filled bar,all bran,kelloggs,,,,,,,,,,,,,,,,,,,
all bran to drink chocolate flavor,,,,,,,all bran to drink chocolate flavor,all bran,kelloggs,,,,,,,,,,,,,,,,,,,
all bran to drink deslactosado chocolate flavor,,,,,,,all bran to drink deslactosado chocolate flavor,all bran,kelloggs,,,,,,,,,,,,,,,,,,,
all bran to drink flavored nut flavor,,,,,,,all bran to drink flavored nut flavor,all bran,kelloggs,,,,,,,,,,,,,,,,,,,
all bran to drink nut flavor,,,,,,,all bran to drink nut flavor,all bran,kelloggs,,,,,,,,,,,,,,,,,,,
all bran to drink vanilla flavor,,,,,,,all bran to drink vanilla flavor,all bran,kelloggs,,,,,,,,,,,,,,,,,,,
all bran yogufibers,,,,,,,all bran yogufibers,all bran,kelloggs,,,,,,,,,,,,,,,,,,,
almond,almonds,nuts/seeds,wholesome snacks,,,,,,,,,,,,,,,,,,,healthy,health & nutrition,,,,,
almond bar,almond bar,wholesome snacks,light food,light food,wholesome snacks,packaged food,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
almonds,almonds,nuts/seeds,wholesome snacks,,,,,,,,,,,,,,,,,,,healthy,health & nutrition,,,,,
alone,,,,,,,,,,,,,,,alone,alone,alone,,,,,,,,,,,
amaranth,amaranth,cereal,light food,,,,,,,,,,,,,,,,,,,,,,,,,
amaranto em flocos organico,,,,,,,amaranto em flocos organico,organico,jasmine alimentos,,,,,,,,,,,,,,,,,,,
amaretto,,,,,,,,,,,,,,,,,,,,,,,,,,amaretto,alcohol,alcoholic
amaro,,,,,,,,,,,,,,,,,,,,,,,,,,amaro,alcohol,alcoholic
amazed,,,,,,,,,,amazing,superlative,positive,,,,,,,,,,,,,,,,
amazement,,,,,,,,,,amazing,superlative,positive,,,,,,,,,,,,,,,,
amazing,,,,,,,,,,amazing,superlative,positive,,,,,,,,,,,,,,,,
amendoas,almonds,nuts/seeds,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,,,
amendoim torrado,amendoim torrado,wholesome snacks,light food,light food,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,
amendoins,peanuts,nuts/seeds,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,,,
amendoins torrados,amendoins torrados,wholesome snacks,light food,light food,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,
amendos e cranberry,,,,,,,amendos e cranberry,barras de nuts,kobber,,,,,,,,,,,,,,,,,,,
amendos e damasco,,,,,,,amendos e damasco,barras de nuts,kobber,,,,,,,,,,,,,,,,,,,
amendos e uva passa,,,,,,,amendos e uva passa,barras de nuts,kobber,,,,,,,,,,,,,,,,,,,
amiga,,,,,,,,,,,,,,,amiga,friends,pair,,,,,,,,,,,
amigas,,,,,,,,,,,,,,,amigas,friends,large group,,,,,,,,,,,
amigo,,,,,,,,,,,,,,,amigo,friends,pair,,,,,,,,,,,
amigos,,,,,,,,,,,,,,,amigos,friends,large group,,,,,,,,,,,
amusement,,,,,,,,,,amusement,superlative,positive,,,,,,,,,,,,,,,,
anchovy,anchovy,meat,meat,,,,,,,,,,,,,,,,,,,,,,,,,
aneis de cebola,onion rings,wholesome snacks,light food,light food,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,
anger,,,,,,,,,,anger,dislike,negative,,,,,,,,,,,,,,,,
annoyed,,,,,,,,,,annoyed,dislike,negative,,,,,,,,,,,,,,,,
anticipation,,,,,,,,,,anticipation,anxiety/curiosity,positive,,,,,,,,,,,,,,,,
antioxidant,,,,,,,,,,,,,,,,,,,,antioxidants,nutritional,,,,,,,
antioxidants,,,,,,,,,,,,,,,,,,,,antioxidants,nutritional,,,,,,,
anxiety,,,,,,,,,,anxiety,anxiety/curiosity,positive,,,,,,,,,,,,,,,,
anxious,,,,,,,,,,anxiety,anxiety/curiosity,positive,,,,,,,,,,,,,,,,
aoili,aiolo,sides/sauces/spices,sides/sauces/spices,,,,,,,,,,,,,,,,,,,,,,,,,
apartment,,,,,,,,,,,,,apartment,home,,,,,,,,,,,,,,
apetising,,,,,,,,,,,,,,,,,,,,,,apetising,hunger,,,,,
apple,apple,fruits,natural,,,,,,,,,,,,,,,,,,,healthy,health & nutrition,,,,,
apple bar,apple bar,wholesome snacks,light food,light food,wholesome snacks,packaged food,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
applebutter,applebutter,sides/sauces/spices,sides/sauces/spices,,,,,,,,,,,,,,,,,,,,,,,,,
applesauce,applesauce,sides/sauces/spices,sides/sauces/spices,,,,,,,,,,,,,,,,,,,,,,,,,
appletini,,,,,,,,,,,,,,,,,,,,,,,,,,appletini,cocktails,alcoholic
appreciation,,,,,,,,,,appreciation,satisfied,feel good,,,,,,,,,,,,,,,,
apricot,apricot,fruits,natural,,,,,,,,,,,,,,,,,,,,,,,,,
arabiata,arabiata,sides/sauces/spices,sides/sauces/spices,,,,,,,,,,,,,,,,,,,,,,,,,
arando,blueberry,fruits,natural,,,,,,,,,,,,,,,,,,,,,,,,,
arcoiris,arcoiris,wholesome snacks,heavy meal,light food,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,
aroma,,,,,,,,,,,,,,,,,,,,,,aroma,aroma,,,,,
aroma and smell,,,,,,,,,,,,,,,,,,,,,,aroma,aroma,,,,,
aromatic,,,,,,,,,,,,,,,,,,,,,,aroma,aroma,,,,,
arrabbiata,arrabbiata,sides/sauces/spices,sides/sauces/spices,,,,,,,,,,,,,,,,,,,,,,,,,
arrabiata,arrabbiata,sides/sauces/spices,sides/sauces/spices,,,,,,,,,,,,,,,,,,,,,,,,,
arroz agulhinha,,,,,,,arroz agulhinha,integral,jasmine alimentos,,,,,,,,,,,,,,,,,,,
arroz agulhinha integral organico,,,,,,,arroz agulhinha integral organico,organico,jasmine alimentos,,,,,,,,,,,,,,,,,,,
arroz cateto,,,,,,,arroz cateto,integral,jasmine alimentos,,,,,,,,,,,,,,,,,,,
arrumadinho,arrumadinho,wholesome snacks,light food,traditional food,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,
arts,,,,,,,,,,,,,,,,,,,,,,,,arts,leisure,,,
aseptic processing,,,,,,,,,,,,,,,,,,,,,,asceptic processing,packaging,,,,,
ashamed,,,,,,,,,,ashamed,dislike,negative,,,,,,,,,,,,,,,,
asparagus,asparagus,veggies,natural,,,,,,,,,,,,,,,,,,,,,,,,,
at my place,,,,,,,,,,,,,at my place,home,,,,,,,,,,,,,,
at work,,,,,,,,,,,,,at work,work,,,,,,,,,,,,,,
ativo fibras,,,,,,,ativo fibras,integral,jasmine alimentos,,,,,,,,,,,,,,,,,,,
ativo goji,,,,,,,ativo goji,integral,jasmine alimentos,,,,,,,,,,,,,,,,,,,
ativo maca,,,,,,,ativo maca,integral,jasmine alimentos,,,,,,,,,,,,,,,,,,,
atole,,,,,,,,,,,,,,,,,,,,,,,,,,atole,mocktails,non alcoholic
aunt,,,,,,,,,,,,,,,aunt,family,small group,,,,,,,,,,,
aveia em flocos finos,,,,,,,aveia em flocos finos,integral,jasmine alimentos,,,,,,,,,,,,,,,,,,,
aveia em flocos grossos,,,,,,,aveia em flocos grossos,integral,jasmine alimentos,,,,,,,,,,,,,,,,,,,
aveia organica,,,,,,,aveia organica,organico,jasmine alimentos,,,,,,,,,,,,,,,,,,,
aveia sem gluten em flocos finos,,,,,,,aveia sem gluten em flocos finos,sem gluten,jasmine alimentos,,,,,,,,,,,,,,,,,,,
aveia sem gluten em flocos grossos,,,,,,,aveia sem gluten em flocos grossos,sem gluten,jasmine alimentos,,,,,,,,,,,,,,,,,,,
avocado,avocado,fruits,natural,,,,,,,,,,,,,,,,,,,,,,,,,
avocado shrimp,avocado shrimp,fruits,light food,,,,,,,,,,,,,,,,,,,,,,,,,
awards,,,,,,,,,,,,,awards,outside,,,,,,,,,,,,,,
away from home,,,,,,,,,,,,,away from home,outside,,,,,,,,,,,,,,
awesome,,,,,,,,,,awesome,superlative,positive,,,,,,,,,,,,,,,,
awkward,,,,,,,,,,awkward,dislike,negative,,,,,,,,,,,,,,,,
azucar cande,azucar cande,dessert,light food,light food,sweet snacks,,,,,,,,,,,,,,,,,,,,,,,
babe,,,,,,,,,,,,,,,babe,romantic partner,pair,,,,,,,,,,,
baby,,,,,,,,,,,,,,,baby,romantic partner,pair,,,,,,,,,,,
back yard,,,,,,,,,,,,,backyard,home,,,,,,,,,,,,,,
backyard,,,,,,,,,,,,,backyard,home,,,,,,,,,,,,,,
bacon,bacon,meat,meat,,,,,,,,,,,,,,,,,,,,,,,,,
baconzitos,baconzitos,salty snacks,light food,light food,salty snacks,packaged food,baconzitos,baconzitos,baconzitos,,,,,,,,,,,portable,portable,rte,rte,,,,,
bae,,,,,,,,,,,,,,,bae,romantic partner,pair,,,,,,,,,,,
bagel,bagels,wholesome snacks,light food,light food,wholesome snacks,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
bagels,bagels,wholesome snacks,light food,light food,wholesome snacks,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
bagged,,,,,,,,,,,,,,,,,,,,,,bagged,packaging,,,,,
baguete,baguete,breads,breads,,,,,,,,,,,,,,,,,,,,,,,,,
baked,,,,,,,,,,,,,,,,,,,,baked,textures,,,,,,,
baked egg,baked egg,light food,light food,light food,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,
bakery,,,,,,,,,,,,,bakery,coffee shops/bakery/eatery,,,,,,,,,,,,,,
bala,,,,,,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
balance,,,,,,,,,,,,,,,,,,,,,,balance,balance,,,,,
balcony,,,,,,,,,,,,,balcony,home,,,,,,,,,,,,,,
ballroom,,,,,,,,,,,,,ballroom,outside,,,,,,,,,,,,,,
balsamic,balsamic,ingredients,ingredients,,,,,,,,,,,,,,,,,,,,,,,,,
banana,banana,fruits,natural,,,,,,,,,,,,,,,,,portable,portable,healthy,health & nutrition,,,,,
banana crocante,,,,,,,banana crocante,integral,jasmine alimentos,,,,,,,,,,,,,,,,,,,
bandera de coco,bandera de coco,dessert,light food,light food,sweet snacks,,,,,,,,,,,,,,,,,,,,,,,
bar,,,,,,,,,,,,,bar,outside,,,,,,,,,,,,,,
barbacoa,barbacoa,traditional dishes,light food,traditional food,,,,,,,,,,,,,,,,,,,,,,,,
barbecue,barbeque,meat,meat,,,,,,,,,,,,,,,,,,,,,,,,,
barbecue sauce,barbecue sauce,sides/sauces/spices,sides/sauces/spices,,,,,,,,,,,,,,,,,,,,,,,,,
barbeque,barbeque,meat,meat,,,,,,,,,,,,,,,,,,,,,,,,,
barcel,barcel,salty snacks,light food,light food,salty snacks,packaged food,barcel,barcel,barcel,,,,,,,,,,,portable,portable,rte,rte,,,,,
barcel runners,barcel runners,salty snacks,light food,light food,salty snacks,packaged food,barcel runners,barcel runners,barcel,,,,,,,,,,,portable,portable,rte,rte,,,,,
barley,barley,cereal,light food,,,,,,,,,,,,,,,,,,,,,,,,,
barn,,,,,,,,,,,,,barn,home,,,,,,,,,,,,,,
barra banana zero,barra banana zero,bars,light food,light food,wholesome snacks,packaged food,barra banana zero,barras de cereais,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barra cacau e caju,barra cacau e caju,bars,light food,light food,wholesome snacks,packaged food,barra cacau e caju,barras crocantes,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barra castanha do para,barra castanha do para,bars,light food,light food,wholesome snacks,packaged food,barra castanha do para,barras crocantes,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barra classic amendoim,barra classic amendoim,bars,light food,light food,wholesome snacks,packaged food,barra classic amendoim,barras classic,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barra classic banana e mel,barra classic banana e mel,bars,light food,light food,wholesome snacks,packaged food,barra classic banana e mel,barras classic,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barra classic castanha e chocolate,barra classic castanha e chocolate,bars,light food,light food,wholesome snacks,packaged food,barra classic castanha e chocolate,barras classic,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barra classic morango chocolate,barra classic morango chocolate,bars,light food,light food,wholesome snacks,packaged food,barra classic morango chocolate,barras classic,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barra classic salada de frutas,barra classic salada de frutas,bars,light food,light food,wholesome snacks,packaged food,barra classic salada de frutas,barras classic,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barra de banana e maca,barra de banana e maca,bars,light food,light food,wholesome snacks,packaged food,barra de banana e maca,barras de frutas,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barra de banana e mel light,barra de banana e mel light,bars,light food,light food,wholesome snacks,packaged food,barra de banana e mel light,barras de cereais,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barra de castanha e chocolate,barra de castanha e chocolate,bars,light food,light food,wholesome snacks,packaged food,barra de castanha e chocolate,barras de cereais,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barra de cereal,barra de cereal,bars,light food,light food,wholesome snacks,packaged food,barra de cereal,barras de cereais,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barra de cereales,barra de cereales,bars,light food,light food,wholesome snacks,packaged food,barra de cereales,barras de cereais,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barra de damasco e ameixa,barra de damasco e ameixa,bars,light food,light food,wholesome snacks,packaged food,barra de damasco e ameixa,barras de frutas,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barra de frutos secos,barra de frutos secos,bars,light food,light food,wholesome snacks,packaged food,barra de frutos secos,barras de frutas,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barra de granola,barra de granola,bars,light food,light food,wholesome snacks,packaged food,barra de granola,barras de frutas,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barra de manga e goiaba,barra de manga e goiaba,bars,light food,light food,wholesome snacks,packaged food,barra de manga e goiaba,barras de frutas,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barra de morango com chocolate,barra de morango com chocolate,bars,light food,light food,wholesome snacks,packaged food,barra de morango com chocolate,barras de cereais,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barra de morango com logurte light,barra de morango com logurte light,bars,light food,light food,wholesome snacks,packaged food,barra de morango com logurte light,barras de cereais,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barra kelloggs,barra kelloggs,bars,light food,light food,wholesome snacks,packaged food,barra kelloggs,barras de cereais,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barra maca com canela e passas,barra maca com canela e passas,bars,light food,light food,wholesome snacks,packaged food,barra maca com canela e passas,barras de cereais,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barra sucrilhos,barra sucrilhos,bars,light food,light food,wholesome snacks,packaged food,barra sucrilhos,barras de cereais,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barra tradicional,barra tradicional,bars,light food,light food,wholesome snacks,packaged food,barra tradicional,barras crocantes,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barras classic,barras classic,bars,light food,light food,wholesome snacks,packaged food,barras classic,barras de cereais,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barras de energia,barras de energia,bars,light food,light food,wholesome snacks,packaged food,barras de energia,barras de cereais,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barras de higo,barras de higo,bars,light food,light food,wholesome snacks,packaged food,barras de higo,barras de cereais,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barras de miel,barras de miel,bars,light food,light food,wholesome snacks,packaged food,barras de miel,barras de cereais,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barras de nuez,barras de nuez,bars,light food,light food,wholesome snacks,packaged food,barras de nuez,barras de cereais,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barras de proteina,barras de proteina,bars,light food,light food,wholesome snacks,packaged food,barras de proteina,barras de cereais,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
barrita marinela,barrita marinela,bars,light food,light food,wholesome snacks,packaged food,barrita marinela,barras de cereais,kobber,,,,,,,,,,,portable,portable,rte,rte,,,,,
